date,district,precipitation_mm,temp_max_c,temp_min_c,wind_speed_kmh
2025-03-29,Pune,0.09,37.06,25.12,7.3
2025-03-30,Pune,0.0,35.3,26.21,10.59
2025-03-31,Pune,0.0,34.23,25.73,9.23
2025-04-01,Pune,1.2,35.15,22.46,9.09
2025-04-02,Pune,0.32,33.68,20.35,7.42
2025-04-03,Pune,0.0,37.13,25.39,9.39
2025-04-04,Pune,0.0,34.68,27.21,15.07
2025-04-05,Pune,0.0,34.83,21.11,8.42
2025-04-06,Pune,0.0,33.68,25.03,8.6
2025-04-07,Pune,0.0,35.38,25.47,7.78
2025-04-08,Pune,0.75,37.22,23.88,18.5
2025-04-09,Pune,0.0,37.34,28.29,13.13
2025-04-10,Pune,0.0,38.22,27.54,6.76
2025-04-11,Pune,0.0,38.07,27.98,9.03
2025-04-12,Pune,0.0,37.9,25.52,9.97
2025-04-13,Pune,0.0,36.85,26.27,4.6
2025-04-14,Pune,1.45,38.8,25.39,9.5
2025-04-15,Pune,1.56,38.43,30.0,11.11
2025-04-16,Pune,0.0,38.29,28.85,11.38
2025-04-17,Pune,0.0,35.61,25.11,12.27
2025-04-18,Pune,1.57,35.93,27.14,9.89
2025-04-19,Pune,0.0,36.2,27.81,12.23
2025-04-20,Pune,0.51,37.09,25.71,12.98
2025-04-21,Pune,0.0,37.17,25.89,3.15
2025-04-22,Pune,0.0,37.1,29.14,9.13
2025-04-23,Pune,0.0,37.4,28.82,5.76
2025-04-24,Pune,0.0,37.87,29.24,11.76
2025-04-25,Pune,0.86,39.1,29.62,8.65
2025-04-26,Pune,0.0,38.91,26.98,10.18
2025-04-27,Pune,0.0,38.73,30.0,4.93
2025-04-28,Pune,0.0,37.95,26.84,7.71
2025-04-29,Pune,1.5,40.85,30.0,5.02
2025-04-30,Pune,0.0,38.66,28.42,8.32
2025-05-01,Pune,0.0,35.36,23.24,12.81
2025-05-02,Pune,0.0,38.26,25.33,10.27
2025-05-03,Pune,0.0,40.01,26.5,11.5
2025-05-04,Pune,0.0,40.42,30.0,6.76
2025-05-05,Pune,1.19,35.11,23.23,8.67
2025-05-06,Pune,1.32,34.32,26.27,9.95
2025-05-07,Pune,0.0,39.96,28.5,9.58
2025-05-08,Pune,0.0,35.82,22.95,12.1
2025-05-09,Pune,0.0,39.07,30.0,13.27
2025-05-10,Pune,0.0,38.32,30.0,10.34
2025-05-11,Pune,0.0,40.09,28.87,12.92
2025-05-12,Pune,0.4,38.79,29.53,4.42
2025-05-13,Pune,0.24,38.92,28.67,8.75
2025-05-14,Pune,0.0,35.01,23.41,5.96
2025-05-15,Pune,1.22,39.01,28.19,8.59
2025-05-16,Pune,1.32,41.04,29.48,9.75
2025-05-17,Pune,0.0,38.84,25.07,6.01
2025-05-18,Pune,0.0,37.25,25.72,9.54
2025-05-19,Pune,0.0,37.81,26.97,11.19
2025-05-20,Pune,0.0,35.89,24.64,4.52
2025-05-21,Pune,0.56,38.32,30.0,3.49
2025-05-22,Pune,0.0,37.66,24.67,13.27
2025-05-23,Pune,0.0,37.12,27.29,11.66
2025-05-24,Pune,1.93,39.19,28.06,7.78
2025-05-25,Pune,0.0,40.45,27.4,14.64
2025-05-26,Pune,0.0,34.42,22.45,6.74
2025-05-27,Pune,0.0,38.94,30.0,8.65
2025-05-28,Pune,0.0,36.6,22.8,9.01
2025-05-29,Pune,0.0,36.67,23.15,9.72
2025-05-30,Pune,0.0,38.44,30.0,6.99
2025-05-31,Pune,0.0,36.77,24.63,9.62
2025-06-01,Pune,0.73,40.23,26.54,13.73
2025-06-02,Pune,15.71,38.01,24.47,18.06
2025-06-03,Pune,8.23,35.93,27.46,14.9
2025-06-04,Pune,29.02,37.95,24.69,11.26
2025-06-05,Pune,25.0,38.21,24.68,13.54
2025-06-06,Pune,0.43,37.15,28.78,13.42
2025-06-07,Pune,28.3,36.77,25.97,13.17
2025-06-08,Pune,11.13,39.78,30.0,8.89
2025-06-09,Pune,1.05,39.11,29.54,15.33
2025-06-10,Pune,17.94,39.45,30.0,14.07
2025-06-11,Pune,0.6,37.56,24.41,12.07
2025-06-12,Pune,0.49,38.09,26.26,8.84
2025-06-13,Pune,16.54,39.49,27.17,16.42
2025-06-14,Pune,26.8,38.22,26.34,9.55
2025-06-15,Pune,9.35,41.31,30.0,12.17
2025-06-16,Pune,13.03,36.34,25.48,14.59
2025-06-17,Pune,28.42,37.15,25.04,19.21
2025-06-18,Pune,10.87,36.04,24.82,14.47
2025-06-19,Pune,1.51,40.15,30.0,8.09
2025-06-20,Pune,0.38,37.06,26.09,12.1
2025-06-21,Pune,20.19,36.42,26.79,13.54
2025-06-22,Pune,24.9,35.6,26.8,11.0
2025-06-23,Pune,0.85,38.24,26.98,16.93
2025-06-24,Pune,0.33,35.27,23.41,11.42
2025-06-25,Pune,17.5,32.82,19.98,12.75
2025-06-26,Pune,11.01,36.18,26.26,7.85
2025-06-27,Pune,26.03,37.09,29.02,15.73
2025-06-28,Pune,11.16,40.1,30.0,12.45
2025-06-29,Pune,29.4,35.38,24.72,18.68
2025-06-30,Pune,15.57,37.05,25.8,10.55
2025-07-01,Pune,0.48,37.62,29.85,9.67
2025-07-02,Pune,21.05,35.7,21.73,19.36
2025-07-03,Pune,14.57,37.13,25.44,14.74
2025-07-04,Pune,8.57,38.4,27.28,15.45
2025-07-05,Pune,8.63,33.12,22.18,12.54
2025-07-06,Pune,0.37,35.46,26.52,13.91
2025-07-07,Pune,1.46,37.09,28.4,17.34
2025-07-08,Pune,1.16,35.8,25.34,13.53
2025-07-09,Pune,0.5,37.71,24.5,13.86
2025-07-10,Pune,0.96,35.35,24.55,13.63
2025-07-11,Pune,12.11,36.17,28.38,15.26
2025-07-12,Pune,6.74,33.24,25.77,15.32
2025-07-13,Pune,26.29,32.25,24.14,10.44
2025-07-14,Pune,0.9,31.83,17.86,14.76
2025-07-15,Pune,0.36,36.21,26.25,12.97
2025-07-16,Pune,1.97,34.42,26.0,12.9
2025-07-17,Pune,1.5,36.99,26.59,13.51
2025-07-18,Pune,1.8,34.55,20.76,17.38
2025-07-19,Pune,12.45,32.14,22.72,8.13
2025-07-20,Pune,1.32,35.59,28.22,11.11
2025-07-21,Pune,16.42,34.21,24.05,12.99
2025-07-22,Pune,1.25,36.08,22.7,12.53
2025-07-23,Pune,1.14,34.04,26.98,8.8
2025-07-24,Pune,25.3,33.59,22.3,22.18
2025-07-25,Pune,22.01,35.41,27.25,8.14
2025-07-26,Pune,22.23,35.95,24.95,15.89
2025-07-27,Pune,27.47,34.31,22.22,15.6
2025-07-28,Pune,18.72,32.22,22.97,9.68
2025-07-29,Pune,12.19,33.34,19.49,12.06
2025-07-30,Pune,24.21,33.72,19.9,16.61
2025-07-31,Pune,0.3,29.88,17.46,13.05
2025-08-01,Pune,0.12,32.9,23.37,10.08
2025-08-02,Pune,0.27,34.84,22.86,11.91
2025-08-03,Pune,19.96,31.24,18.02,13.57
2025-08-04,Pune,20.25,32.48,22.04,14.98
2025-08-05,Pune,24.38,35.21,25.6,11.89
2025-08-06,Pune,1.71,32.57,25.54,12.14
2025-08-07,Pune,11.29,32.84,22.09,12.47
2025-08-08,Pune,0.57,32.61,24.63,6.56
2025-08-09,Pune,19.05,35.23,21.49,9.16
2025-08-10,Pune,19.93,34.77,26.2,17.08
2025-08-11,Pune,1.55,28.76,18.46,11.21
2025-08-12,Pune,23.71,31.65,24.0,12.33
2025-08-13,Pune,0.03,31.06,20.73,17.73
2025-08-14,Pune,9.38,30.39,16.53,20.41
2025-08-15,Pune,1.06,28.51,18.27,8.7
2025-08-16,Pune,16.87,30.63,20.37,6.15
2025-08-17,Pune,0.65,32.51,24.96,12.01
2025-08-18,Pune,0.35,32.72,23.51,13.37
2025-08-19,Pune,27.48,32.65,22.1,10.86
2025-08-20,Pune,0.6,27.0,15.0,10.81
2025-08-21,Pune,8.97,27.7,15.0,14.61
2025-08-22,Pune,26.1,29.25,19.83,16.53
2025-08-23,Pune,24.93,32.68,23.48,11.29
2025-08-24,Pune,11.64,31.67,23.04,18.17
2025-08-25,Pune,14.07,31.54,18.7,13.04
2025-08-26,Pune,0.78,31.45,21.98,14.02
2025-08-27,Pune,1.46,26.7,19.17,12.29
2025-08-28,Pune,20.3,29.76,16.29,12.42
2025-08-29,Pune,0.74,30.51,22.78,14.46
2025-08-30,Pune,1.65,26.41,19.04,12.73
2025-08-31,Pune,27.98,30.13,20.24,10.1
2025-09-01,Pune,25.06,30.24,19.42,9.56
2025-09-02,Pune,28.92,28.23,17.47,7.75
2025-09-03,Pune,10.32,29.36,17.63,10.72
2025-09-04,Pune,16.1,32.25,21.36,13.44
2025-09-05,Pune,28.7,27.06,18.16,10.65
2025-09-06,Pune,29.14,27.94,17.46,14.87
2025-09-07,Pune,0.32,28.1,19.25,10.42
2025-09-08,Pune,27.57,31.56,18.33,8.83
2025-09-09,Pune,9.39,28.65,16.31,16.64
2025-09-10,Pune,24.4,26.77,15.0,12.01
2025-09-11,Pune,24.86,28.72,19.43,15.26
2025-09-12,Pune,0.22,25.78,17.55,14.8
2025-09-13,Pune,23.34,25.61,17.28,9.07
2025-09-14,Pune,0.26,27.6,18.65,10.07
2025-09-15,Pune,0.64,28.05,19.13,13.1
2025-09-16,Pune,13.17,23.72,15.0,13.79
2025-09-17,Pune,8.6,28.06,17.58,11.97
2025-09-18,Pune,27.28,30.14,16.79,12.04
2025-09-19,Pune,0.37,26.18,15.0,15.62
2025-09-20,Pune,1.35,28.44,20.17,18.38
2025-09-21,Pune,19.35,27.04,17.31,11.56
2025-09-22,Pune,28.33,25.58,17.22,14.64
2025-09-23,Pune,16.86,26.89,19.32,12.27
2025-09-24,Pune,0.92,25.02,15.0,15.98
2025-09-25,Pune,6.56,25.34,17.06,16.58
2025-09-26,Pune,19.58,28.88,18.96,12.9
2025-09-27,Pune,24.01,25.36,18.16,8.81
2025-09-28,Pune,26.52,25.29,15.0,9.09
2025-09-29,Pune,29.35,26.14,15.0,10.84
2025-09-30,Pune,25.1,28.25,19.86,12.91
2025-10-01,Pune,0.0,25.33,15.0,14.14
2025-10-02,Pune,0.0,25.66,15.0,6.98
2025-10-03,Pune,0.98,27.94,16.66,11.26
2025-10-04,Pune,0.14,23.95,15.0,11.01
2025-10-05,Pune,0.0,27.24,15.31,10.75
2025-10-06,Pune,0.0,27.98,19.14,4.97
2025-10-07,Pune,0.0,23.38,15.0,7.46
2025-10-08,Pune,0.0,22.19,15.0,9.18
2025-10-09,Pune,1.17,22.32,15.0,14.17
2025-10-10,Pune,0.0,22.7,15.0,7.5
2025-10-11,Pune,0.0,24.38,15.39,13.59
2025-10-12,Pune,0.0,23.02,15.0,2.0
2025-10-13,Pune,1.49,25.33,17.75,9.29
2025-10-14,Pune,0.0,25.68,15.0,9.37
2025-10-15,Pune,0.0,21.0,15.0,9.36
2025-10-16,Pune,0.51,23.79,15.0,11.58
2025-10-17,Pune,0.0,24.53,15.0,8.59
2025-10-18,Pune,0.0,24.76,15.18,3.75
2025-10-19,Pune,0.0,21.44,15.0,8.63
2025-10-20,Pune,1.51,24.16,15.0,7.48
2025-10-21,Pune,0.3,23.27,15.62,9.15
2025-10-22,Pune,0.0,26.7,15.0,6.81
2025-10-23,Pune,0.0,23.57,15.0,10.06
2025-10-24,Pune,0.0,21.66,15.0,9.11
2025-10-25,Pune,0.0,22.01,15.0,8.03
2025-10-26,Pune,0.0,24.68,15.0,8.78
2025-10-27,Pune,0.0,21.59,15.0,6.11
2025-10-28,Pune,0.0,21.0,15.0,9.09
2025-10-29,Pune,0.0,24.11,15.0,13.83
2025-10-30,Pune,0.0,24.74,15.0,6.65
2025-10-31,Pune,0.0,25.01,15.0,6.59
2025-11-01,Pune,1.81,22.49,15.0,5.43
2025-11-02,Pune,0.0,23.96,15.62,9.9
2025-11-03,Pune,0.0,24.72,16.77,5.54
2025-11-04,Pune,0.0,24.89,15.0,16.19
2025-11-05,Pune,0.0,24.31,15.0,4.49
2025-11-06,Pune,0.0,21.76,15.0,2.0
2025-11-07,Pune,0.98,21.0,15.0,4.05
2025-11-08,Pune,1.58,22.34,15.0,4.27
2025-11-09,Pune,0.0,21.75,15.0,12.2
2025-11-10,Pune,0.0,22.41,15.0,11.6
2025-11-11,Pune,0.0,23.3,15.73,5.5
2025-11-12,Pune,1.83,23.79,15.0,10.45
2025-11-13,Pune,0.52,22.26,15.0,8.55
2025-11-14,Pune,0.0,21.0,15.0,13.19
2025-11-15,Pune,0.69,25.53,18.0,11.37
2025-11-16,Pune,0.0,24.72,15.34,9.56
2025-11-17,Pune,0.0,22.36,15.0,9.94
2025-11-18,Pune,0.04,21.73,15.0,13.79
2025-11-19,Pune,0.0,22.46,15.0,11.26
2025-11-20,Pune,0.0,24.25,15.0,10.58
2025-11-21,Pune,0.0,23.84,15.66,6.88
2025-11-22,Pune,0.0,27.16,15.8,11.71
2025-11-23,Pune,0.0,21.0,15.0,11.65
2025-11-24,Pune,0.0,24.36,15.0,6.92
2025-11-25,Pune,0.37,21.84,15.0,6.69
2025-11-26,Pune,0.0,21.36,15.0,5.12
2025-11-27,Pune,0.0,21.63,15.0,12.72
2025-11-28,Pune,0.0,22.26,15.0,10.57
2025-11-29,Pune,1.05,21.84,15.0,8.24
2025-11-30,Pune,0.0,23.53,15.0,5.37
2025-12-01,Pune,1.38,23.87,15.0,13.12
2025-12-02,Pune,0.0,23.01,15.38,8.5
2025-12-03,Pune,0.0,21.0,15.0,12.71
2025-12-04,Pune,0.0,24.83,15.0,9.35
2025-12-05,Pune,0.0,24.09,16.74,8.22
2025-12-06,Pune,0.0,24.76,15.0,8.74
2025-12-07,Pune,0.0,24.35,15.0,11.67
2025-12-08,Pune,0.0,24.56,15.86,11.83
2025-12-09,Pune,0.44,24.51,16.4,9.65
2025-12-10,Pune,0.0,22.9,15.0,7.82
2025-12-11,Pune,0.0,22.48,15.0,9.55
2025-12-12,Pune,0.0,22.99,15.0,12.98
2025-12-13,Pune,1.66,24.64,17.41,13.71
2025-12-14,Pune,1.0,25.16,15.0,8.15
2025-12-15,Pune,0.0,26.12,15.0,13.73
2025-12-16,Pune,0.0,21.58,15.0,4.98
2025-12-17,Pune,1.55,21.0,15.0,21.6
2025-12-18,Pune,0.0,24.36,15.0,6.67
2025-12-19,Pune,0.0,21.87,15.0,11.46
2025-12-20,Pune,0.0,26.81,16.53,9.47
2025-12-21,Pune,1.1,24.13,15.0,5.3
2025-12-22,Pune,0.55,24.7,15.0,5.61
2025-12-23,Pune,0.0,24.31,15.0,9.11
2025-12-24,Pune,1.3,22.15,15.0,4.75
2025-12-25,Pune,0.0,26.88,17.69,10.49
2025-12-26,Pune,0.0,27.25,15.0,14.35
2025-12-27,Pune,0.0,26.16,18.13,2.62
2025-12-28,Pune,0.0,23.72,15.0,4.6
2025-12-29,Pune,0.0,23.49,15.0,9.76
2025-12-30,Pune,0.0,27.13,15.68,3.08
2025-12-31,Pune,0.0,25.77,15.0,7.41
2026-01-01,Pune,0.0,26.24,18.87,6.81
2026-01-02,Pune,0.04,22.95,15.0,8.2
2026-01-03,Pune,0.0,26.04,15.74,7.69
2026-01-04,Pune,0.0,24.48,15.0,8.64
2026-01-05,Pune,0.0,23.15,15.0,14.42
2026-01-06,Pune,0.87,24.7,17.3,9.31
2026-01-07,Pune,0.0,25.0,15.0,13.49
2026-01-08,Pune,0.0,26.48,15.0,5.04
2026-01-09,Pune,1.62,26.05,15.34,9.62
2026-01-10,Pune,0.0,25.43,18.14,13.69
2026-01-11,Pune,0.0,25.65,15.0,8.51
2026-01-12,Pune,1.53,21.71,15.0,14.67
2026-01-13,Pune,0.0,25.01,15.0,7.69
2026-01-14,Pune,0.0,28.8,19.27,3.6
2026-01-15,Pune,0.0,22.84,15.2,10.95
2026-01-16,Pune,1.01,25.75,16.76,9.39
2026-01-17,Pune,0.0,26.86,16.1,5.39
2026-01-18,Pune,0.0,29.83,16.66,3.51
2026-01-19,Pune,0.0,27.55,15.0,5.96
2026-01-20,Pune,0.0,29.13,20.05,13.76
2026-01-21,Pune,0.0,28.53,21.21,3.5
2026-01-22,Pune,1.9,28.23,20.06,8.59
2026-01-23,Pune,0.0,26.91,15.0,6.74
2026-01-24,Pune,0.0,26.87,16.32,4.43
2026-01-25,Pune,0.0,26.16,16.67,9.24
2026-01-26,Pune,0.0,27.77,19.04,15.06
2026-01-27,Pune,0.0,28.8,20.25,8.73
2026-01-28,Pune,0.0,26.28,15.0,4.27
2026-01-29,Pune,0.0,26.06,16.41,9.25
2026-01-30,Pune,0.0,28.66,18.87,8.6
2026-01-31,Pune,0.0,28.11,15.0,2.0
2026-02-01,Pune,0.76,27.19,19.27,9.81
2026-02-02,Pune,0.0,28.29,16.15,10.03
2026-02-03,Pune,0.0,31.09,19.72,9.74
2026-02-04,Pune,0.0,31.65,22.48,10.65
2026-02-05,Pune,0.0,28.08,18.44,9.06
2026-02-06,Pune,0.0,30.75,18.13,11.81
2026-02-07,Pune,0.0,28.58,19.21,4.11
2026-02-08,Pune,0.5,28.04,15.0,13.36
2026-02-09,Pune,1.1,30.5,17.85,2.0
2026-02-10,Pune,0.0,27.97,18.67,6.94
2026-02-11,Pune,0.0,28.07,16.68,6.55
2026-02-12,Pune,0.0,31.35,20.27,8.5
2026-02-13,Pune,0.0,30.26,19.05,9.33
2026-02-14,Pune,0.0,30.9,19.84,8.12
2026-02-15,Pune,0.0,27.57,19.95,7.06
2026-02-16,Pune,0.1,31.87,24.39,13.54
2026-02-17,Pune,0.0,29.4,21.58,7.89
2026-02-18,Pune,0.0,26.78,17.56,10.95
2026-02-19,Pune,0.0,30.88,19.65,8.16
2026-02-20,Pune,0.0,34.02,22.65,12.34
2026-02-21,Pune,1.69,26.91,15.0,2.0
2026-02-22,Pune,0.0,30.75,19.41,9.84
2026-02-23,Pune,0.0,28.86,18.85,6.51
2026-02-24,Pune,1.57,30.92,20.83,14.75
2026-02-25,Pune,0.0,28.84,19.46,8.59
2026-02-26,Pune,0.0,31.47,23.42,10.36
2026-02-27,Pune,0.0,30.6,19.49,13.66
2026-02-28,Pune,0.0,32.98,22.32,12.22
2026-03-01,Pune,0.12,32.6,23.06,5.34
2026-03-02,Pune,0.0,32.08,20.96,12.67
2026-03-03,Pune,0.0,31.5,22.45,7.3
2026-03-04,Pune,0.0,31.24,21.42,12.74
2026-03-05,Pune,0.67,31.73,21.75,6.36
2026-03-06,Pune,0.0,32.42,20.0,14.48
2026-03-07,Pune,0.0,34.48,23.08,6.83
2026-03-08,Pune,0.0,32.79,21.12,14.55
2026-03-09,Pune,0.0,35.23,25.28,10.08
2026-03-10,Pune,0.0,34.6,22.07,9.09
2026-03-11,Pune,0.0,33.58,26.52,7.62
2026-03-12,Pune,0.0,33.8,20.95,10.7
2026-03-13,Pune,0.0,39.31,30.0,3.99
2026-03-14,Pune,0.0,30.76,22.92,9.97
2026-03-15,Pune,0.0,33.93,26.14,8.15
2026-03-16,Pune,1.81,28.55,17.46,11.84
2026-03-17,Pune,0.0,39.53,30.0,11.56
2026-03-18,Pune,0.0,36.96,26.13,12.2
2026-03-19,Pune,0.0,36.19,25.27,11.5
2026-03-20,Pune,0.97,31.59,22.74,9.19
2026-03-21,Pune,0.0,35.65,23.87,6.52
2026-03-22,Pune,0.0,31.7,22.98,2.52
2026-03-23,Pune,0.0,35.69,25.0,6.95
2026-03-24,Pune,0.0,33.54,22.98,7.56
2026-03-25,Pune,0.31,33.1,21.06,16.25
2026-03-26,Pune,0.0,36.7,24.82,11.4
2026-03-27,Pune,0.0,34.71,25.6,12.84
2026-03-28,Pune,1.7,36.23,25.68,4.75
2026-03-29,Pune,0.0,38.51,27.95,12.84
2026-03-30,Pune,1.26,32.78,24.2,11.2
2026-03-31,Pune,0.0,33.96,25.28,10.57
2026-04-01,Pune,0.0,35.42,27.68,3.16
2026-04-02,Pune,0.0,35.87,24.54,9.74
2026-04-03,Pune,0.0,34.43,23.75,9.66
2026-04-04,Pune,0.0,40.57,28.22,12.63
2026-04-05,Pune,0.0,37.24,24.75,14.45
2026-04-06,Pune,0.0,35.07,21.28,7.0
2026-04-07,Pune,0.0,37.05,25.73,6.36
2026-04-08,Pune,0.0,36.17,27.94,14.55
2026-04-09,Pune,0.24,35.44,25.54,7.49
2026-04-10,Pune,1.44,35.74,23.78,12.99
2026-04-11,Pune,0.0,40.05,30.0,11.04
2026-04-12,Pune,1.31,37.03,24.83,8.01
2026-04-13,Pune,0.64,34.51,23.02,9.02
2026-04-14,Pune,0.0,36.62,26.32,7.79
2026-04-15,Pune,0.0,36.54,27.38,10.6
2026-04-16,Pune,0.0,37.91,24.13,5.59
2026-04-17,Pune,0.0,35.57,25.36,11.02
2026-04-18,Pune,1.95,38.53,24.59,10.63
2026-04-19,Pune,1.86,37.3,24.88,7.8
2026-04-20,Pune,0.0,36.05,22.54,8.91
2026-04-21,Pune,0.0,39.87,27.66,4.16
2026-04-22,Pune,0.0,35.1,24.48,6.71
2026-04-23,Pune,0.55,39.76,30.0,10.49
2026-04-24,Pune,0.0,37.01,29.89,5.81
2026-04-25,Pune,0.0,37.55,26.34,9.88
2026-04-26,Pune,1.6,38.83,26.24,12.88
2026-04-27,Pune,1.19,36.88,28.02,7.94
2026-04-28,Pune,0.0,41.67,30.0,6.89
2026-04-29,Pune,0.0,37.34,24.58,11.97
2026-04-30,Pune,0.4,40.94,29.95,11.46
2026-05-01,Pune,0.0,33.12,25.28,11.3
2026-05-02,Pune,0.0,39.19,28.66,16.86
2026-05-03,Pune,0.0,36.87,25.61,2.35
2026-05-04,Pune,0.39,35.48,27.54,8.18
2026-05-05,Pune,0.0,37.08,25.56,13.1
2026-05-06,Pune,1.27,36.17,26.32,9.51
2026-05-07,Pune,0.78,38.26,26.0,10.82
2026-05-08,Pune,0.0,38.4,25.66,7.3
2026-05-09,Pune,1.02,36.41,25.92,2.0
2026-05-10,Pune,0.0,38.08,28.05,2.46
2026-05-11,Pune,0.0,35.82,27.88,13.28
2026-05-12,Pune,0.43,37.04,27.96,12.29
2026-05-13,Pune,0.0,36.12,27.76,12.39
2026-05-14,Pune,0.0,36.28,24.02,10.04
2026-05-15,Pune,0.0,38.96,30.0,6.64
2026-05-16,Pune,0.0,36.54,26.32,12.4
2026-05-17,Pune,0.0,37.59,25.66,7.07
2026-05-18,Pune,0.0,38.45,29.2,8.67
2026-05-19,Pune,1.53,40.02,30.0,10.24
2026-05-20,Pune,0.0,35.27,23.72,5.61
2026-05-21,Pune,0.0,38.68,26.9,8.08
2026-05-22,Pune,1.79,37.95,29.27,6.22
2026-05-23,Pune,1.2,38.82,29.73,7.09
2026-05-24,Pune,0.2,38.08,30.0,7.45
2026-05-25,Pune,0.0,38.27,30.0,14.57
2026-05-26,Pune,0.0,38.0,28.98,6.68
2026-05-27,Pune,0.0,37.25,26.59,13.55
2026-05-28,Pune,0.0,36.58,27.58,10.37
2026-05-29,Pune,0.0,38.33,27.46,10.92
2026-05-30,Pune,0.0,40.51,30.0,4.13
2026-05-31,Pune,0.0,38.19,29.61,13.5
2026-06-01,Pune,0.51,37.43,25.19,8.29
2026-06-02,Pune,19.64,38.23,28.25,17.32
2026-06-03,Pune,0.76,36.85,25.22,20.77
2026-06-04,Pune,14.41,37.96,25.42,11.72
2026-06-05,Pune,13.15,37.99,24.75,9.97
2026-06-06,Pune,0.08,38.21,30.0,12.24
2026-06-07,Pune,17.08,37.96,30.0,13.56
2026-06-08,Pune,28.45,36.13,24.69,12.18
2026-06-09,Pune,0.96,40.23,30.0,19.48
2026-06-10,Pune,1.7,36.4,28.37,13.7
2026-06-11,Pune,20.63,37.81,27.92,19.46
2026-06-12,Pune,13.12,36.71,24.79,16.71
2026-06-13,Pune,12.13,38.36,30.0,15.83
2026-06-14,Pune,6.05,39.7,26.58,5.36
2026-06-15,Pune,26.59,36.13,22.35,9.45
2026-06-16,Pune,8.5,36.02,26.02,14.15
2026-06-17,Pune,1.11,37.31,27.29,11.2
2026-06-18,Pune,1.88,34.71,27.46,13.59
2026-06-19,Pune,26.63,33.82,26.67,14.4
2026-06-20,Pune,0.59,41.61,30.0,11.05
2026-06-21,Pune,6.79,34.26,25.7,14.41
2026-06-22,Pune,21.31,37.99,29.49,15.24
2026-06-23,Pune,28.55,38.66,30.0,13.47
2026-06-24,Pune,0.49,35.15,25.95,14.95
2026-06-25,Pune,27.44,36.89,22.93,9.09
2026-06-26,Pune,1.87,37.32,25.62,15.08
2026-06-27,Pune,6.91,35.22,26.88,8.23
2026-06-28,Pune,0.89,35.91,27.39,12.7
2026-06-29,Pune,0.47,33.99,26.36,9.03
2026-06-30,Pune,7.77,36.64,24.44,11.29
2026-07-01,Pune,0.53,37.29,27.89,10.16
2026-07-02,Pune,26.72,36.55,27.94,15.81
2026-07-03,Pune,0.42,35.16,25.92,11.41
2026-07-04,Pune,20.34,40.26,27.86,5.7
2026-07-05,Pune,13.64,35.23,21.93,15.16
2026-07-06,Pune,28.37,33.81,23.54,14.71
2026-07-07,Pune,21.7,35.6,24.91,13.64
2026-07-08,Pune,19.45,34.47,26.05,10.93
2026-07-09,Pune,12.86,38.07,30.0,12.45
2026-07-10,Pune,10.64,35.92,28.77,14.2
2026-07-11,Pune,0.91,35.42,25.58,12.81
2026-07-12,Pune,21.47,31.77,18.82,17.43
2026-07-13,Pune,26.99,35.09,25.69,10.71
2026-07-14,Pune,17.85,34.03,24.14,16.66
2026-07-15,Pune,21.59,35.19,25.31,9.13
2026-07-16,Pune,28.76,35.26,24.34,12.34
2026-07-17,Pune,19.29,36.58,28.68,12.19
2026-07-18,Pune,23.08,33.24,25.58,13.2
2026-07-19,Pune,1.07,34.04,20.38,11.44
2026-07-20,Pune,20.68,35.86,22.27,7.36
2026-07-21,Pune,21.23,33.22,22.58,5.76
2026-07-22,Pune,11.42,33.42,22.93,16.73
2026-07-23,Pune,18.88,34.87,20.93,12.68
2026-07-24,Pune,25.18,35.05,26.65,14.92
2026-07-25,Pune,1.53,32.63,18.64,15.0
2026-07-26,Pune,6.37,33.72,25.04,12.26
2026-07-27,Pune,28.52,31.58,23.27,12.84
2026-07-28,Pune,14.15,32.29,19.29,9.9
2026-07-29,Pune,0.98,33.17,26.15,13.17
2026-07-30,Pune,23.7,32.45,18.83,14.43
2026-07-31,Pune,0.23,31.54,19.16,13.2
2026-08-01,Pune,21.16,35.93,26.1,13.0
2026-08-02,Pune,10.62,33.67,20.85,17.59
2026-08-03,Pune,12.08,37.7,25.97,13.49
2026-08-04,Pune,1.49,33.7,21.63,12.52
2026-08-05,Pune,1.16,31.66,22.92,15.88
2026-08-06,Pune,11.02,27.54,19.2,10.9
2026-08-07,Pune,6.51,32.39,20.27,16.54
2026-08-08,Pune,6.5,32.13,19.23,13.56
2026-08-09,Pune,7.1,31.12,17.39,6.45
2026-08-10,Pune,1.77,32.17,22.15,11.3
2026-08-11,Pune,0.92,31.64,23.26,7.11
2026-08-12,Pune,0.97,28.39,20.41,9.83
2026-08-13,Pune,11.64,29.55,19.71,14.53
2026-08-14,Pune,9.88,31.26,23.65,10.1
2026-08-15,Pune,1.47,32.15,19.82,14.71
2026-08-16,Pune,9.11,27.57,16.81,13.77
2026-08-17,Pune,17.0,31.42,21.83,14.08
2026-08-18,Pune,1.37,31.31,24.3,16.94
2026-08-19,Pune,0.73,29.14,16.75,11.07
2026-08-20,Pune,1.59,29.73,22.37,6.6
2026-08-21,Pune,8.56,28.86,20.21,13.29
2026-08-22,Pune,0.14,29.66,18.18,12.77
2026-08-23,Pune,1.12,30.25,22.05,9.79
2026-08-24,Pune,12.17,27.8,19.44,11.23
2026-08-25,Pune,0.06,30.91,22.96,12.26
2026-08-26,Pune,1.89,28.69,20.08,6.29
2026-08-27,Pune,1.19,27.03,18.55,14.49
