date,commodity,mandi,district,min_price,max_price,modal_price,arrivals_tonnes,variety,grade,source,fetched_at
2026-08-08,Ginger,Nashik,Nashik,4817,6064,5440,19.84,Demo composite,Demo,demo_generated,
2026-08-09,Ginger,Nashik,Nashik,4675,6186,5430,20.25,Demo composite,Demo,demo_generated,
2026-08-10,Ginger,Nashik,Nashik,4504,5302,4903,24.68,Demo composite,Demo,demo_generated,
2026-08-11,Ginger,Nashik,Nashik,4939,6015,5477,18.03,Demo composite,Demo,demo_generated,
2026-08-12,Ginger,Nashik,Nashik,4569,6173,5371,19.42,Demo composite,Demo,demo_generated,
2026-08-13,Ginger,Nashik,Nashik,5525,7382,6453,21.2,Demo composite,Demo,demo_generated,
2026-08-14,Ginger,Nashik,Nashik,5604,6808,6206,18.1,Demo composite,Demo,demo_generated,
2026-08-15,Ginger,Nashik,Nashik,5850,7478,6664,20.72,Demo composite,Demo,demo_generated,
2026-08-16,Ginger,Nashik,Nashik,5810,7645,6728,19.53,Demo composite,Demo,demo_generated,
2026-08-17,Ginger,Nashik,Nashik,5211,6912,6062,26.41,Demo composite,Demo,demo_generated,
2026-08-18,Ginger,Nashik,Nashik,5605,6920,6262,19.5,Demo composite,Demo,demo_generated,
2026-08-19,Ginger,Nashik,Nashik,5774,7552,6663,19.41,Demo composite,Demo,demo_generated,
2026-08-20,Ginger,Nashik,Nashik,5894,7181,6538,19.26,Demo composite,Demo,demo_generated,
2026-08-21,Ginger,Nashik,Nashik,5829,7478,6654,20.3,Demo composite,Demo,demo_generated,
2026-08-22,Ginger,Nashik,Nashik,6062,7358,6710,21.29,Demo composite,Demo,demo_generated,
2026-08-23,Ginger,Nashik,Nashik,5911,7395,6653,19.73,Demo composite,Demo,demo_generated,
2026-08-24,Ginger,Nashik,Nashik,5832,7083,6458,23.32,Demo composite,Demo,demo_generated,
2026-08-25,Ginger,Nashik,Nashik,6077,7919,6998,21.59,Demo composite,Demo,demo_generated,
2026-08-26,Ginger,Nashik,Nashik,6425,7774,7100,19.53,Demo composite,Demo,demo_generated,
2026-08-27,Ginger,Nashik,Nashik,6425,7851,7138,20.92,Demo composite,Demo,demo_generated,
2026-08-28,Ginger,Nashik,Nashik,4621,6171,5396,21.63,Demo composite,Demo,demo_generated,
2026-08-29,Ginger,Nashik,Nashik,5211,6534,5872,19.27,Demo composite,Demo,demo_generated,
2026-08-30,Ginger,Nashik,Nashik,4706,6334,5520,20.57,Demo composite,Demo,demo_generated,
2026-08-31,Ginger,Nashik,Nashik,4538,5706,5122,25.3,Demo composite,Demo,demo_generated,
2026-09-01,Ginger,Nashik,Nashik,3841,5085,4463,19.21,Demo composite,Demo,demo_generated,
2026-09-02,Ginger,Nashik,Nashik,3968,5213,4591,21.73,Demo composite,Demo,demo_generated,
2026-09-03,Ginger,Nashik,Nashik,4163,5043,4603,18.38,Demo composite,Demo,demo_generated,
2024-08-01,Ginger,Pune (Market Yard),Pune,4872,5977,5424,16.53,Demo composite,Demo,demo_generated,
2024-08-02,Ginger,Pune (Market Yard),Pune,4511,5661,5086,18.12,Demo composite,Demo,demo_generated,
2024-08-03,Ginger,Pune (Market Yard),Pune,4660,6199,5429,16.88,Demo composite,Demo,demo_generated,
2024-08-04,Ginger,Pune (Market Yard),Pune,4690,5890,5290,17.73,Demo composite,Demo,demo_generated,
2024-08-05,Ginger,Pune (Market Yard),Pune,4247,5274,4760,20.14,Demo composite,Demo,demo_generated,
2024-08-06,Ginger,Pune (Market Yard),Pune,4434,5756,5095,19.11,Demo composite,Demo,demo_generated,
2024-08-07,Ginger,Pune (Market Yard),Pune,4760,6206,5483,15.9,Demo composite,Demo,demo_generated,
2024-08-08,Ginger,Pune (Market Yard),Pune,4682,5927,5305,17.95,Demo composite,Demo,demo_generated,
2024-08-09,Ginger,Pune (Market Yard),Pune,4613,6069,5341,19.1,Demo composite,Demo,demo_generated,
2024-08-10,Ginger,Pune (Market Yard),Pune,4797,5939,5368,18.78,Demo composite,Demo,demo_generated,
2024-08-11,Ginger,Pune (Market Yard),Pune,4631,5833,5232,16.29,Demo composite,Demo,demo_generated,
2024-08-12,Ginger,Pune (Market Yard),Pune,4386,5502,4944,20.89,Demo composite,Demo,demo_generated,
2024-08-13,Ginger,Pune (Market Yard),Pune,4647,5770,5208,17.59,Demo composite,Demo,demo_generated,
2024-08-14,Ginger,Pune (Market Yard),Pune,4588,6154,5371,16.29,Demo composite,Demo,demo_generated,
2024-08-15,Ginger,Pune (Market Yard),Pune,4523,5917,5220,18.39,Demo composite,Demo,demo_generated,
2024-08-16,Ginger,Pune (Market Yard),Pune,4845,6367,5606,16.94,Demo composite,Demo,demo_generated,
2024-08-17,Ginger,Pune (Market Yard),Pune,4853,6178,5516,16.33,Demo composite,Demo,demo_generated,
2024-08-18,Ginger,Pune (Market Yard),Pune,4741,6105,5423,17.89,Demo composite,Demo,demo_generated,
2024-08-19,Ginger,Pune (Market Yard),Pune,4676,5648,5162,22.5,Demo composite,Demo,demo_generated,
2024-08-20,Ginger,Pune (Market Yard),Pune,4765,6324,5544,18.19,Demo composite,Demo,demo_generated,
2024-08-21,Ginger,Pune (Market Yard),Pune,5025,6349,5687,19.11,Demo composite,Demo,demo_generated,
2024-08-22,Ginger,Pune (Market Yard),Pune,4770,6424,5597,18.85,Demo composite,Demo,demo_generated,
2024-08-23,Ginger,Pune (Market Yard),Pune,4936,6019,5478,17.1,Demo composite,Demo,demo_generated,
2024-08-24,Ginger,Pune (Market Yard),Pune,5564,7195,6380,16.8,Demo composite,Demo,demo_generated,
2024-08-25,Ginger,Pune (Market Yard),Pune,5646,7279,6463,18.43,Demo composite,Demo,demo_generated,
2024-08-26,Ginger,Pune (Market Yard),Pune,5315,6272,5794,19.69,Demo composite,Demo,demo_generated,
2024-08-27,Ginger,Pune (Market Yard),Pune,5630,6805,6217,16.1,Demo composite,Demo,demo_generated,
2024-08-28,Ginger,Pune (Market Yard),Pune,5232,7050,6141,15.86,Demo composite,Demo,demo_generated,
2024-08-29,Ginger,Pune (Market Yard),Pune,5643,6937,6290,17.43,Demo composite,Demo,demo_generated,
2024-08-30,Ginger,Pune (Market Yard),Pune,5451,7266,6359,15.75,Demo composite,Demo,demo_generated,
2024-08-31,Ginger,Pune (Market Yard),Pune,5664,7059,6362,18.05,Demo composite,Demo,demo_generated,
2024-09-01,Ginger,Pune (Market Yard),Pune,4819,5745,5282,17.31,Demo composite,Demo,demo_generated,
2024-09-02,Ginger,Pune (Market Yard),Pune,4506,5585,5046,21.69,Demo composite,Demo,demo_generated,
2024-09-03,Ginger,Pune (Market Yard),Pune,4977,6033,5505,16.46,Demo composite,Demo,demo_generated,
2024-09-04,Ginger,Pune (Market Yard),Pune,4761,6398,5580,15.99,Demo composite,Demo,demo_generated,
2024-09-05,Ginger,Pune (Market Yard),Pune,5014,5931,5473,18.27,Demo composite,Demo,demo_generated,
2024-09-06,Ginger,Pune (Market Yard),Pune,5170,6124,5647,17.24,Demo composite,Demo,demo_generated,
2024-09-07,Ginger,Pune (Market Yard),Pune,4743,6140,5441,16.98,Demo composite,Demo,demo_generated,
2024-09-08,Ginger,Pune (Market Yard),Pune,3828,4533,4180,15.73,Demo composite,Demo,demo_generated,
2024-09-09,Ginger,Pune (Market Yard),Pune,3427,4525,3976,20.48,Demo composite,Demo,demo_generated,
2024-09-10,Ginger,Pune (Market Yard),Pune,3741,4556,4148,16.14,Demo composite,Demo,demo_generated,
2024-09-11,Ginger,Pune (Market Yard),Pune,4012,4867,4440,18.08,Demo composite,Demo,demo_generated,
2024-09-12,Ginger,Pune (Market Yard),Pune,3877,4582,4229,16.31,Demo composite,Demo,demo_generated,
2024-09-13,Ginger,Pune (Market Yard),Pune,3734,4420,4077,17.12,Demo composite,Demo,demo_generated,
2024-09-14,Ginger,Pune (Market Yard),Pune,3646,4681,4164,17.82,Demo composite,Demo,demo_generated,
2024-09-15,Ginger,Pune (Market Yard),Pune,3738,4472,4105,18.71,Demo composite,Demo,demo_generated,
2024-09-16,Ginger,Pune (Market Yard),Pune,3687,4430,4059,23.1,Demo composite,Demo,demo_generated,
2024-09-17,Ginger,Pune (Market Yard),Pune,3873,4679,4276,18.73,Demo composite,Demo,demo_generated,
2024-09-18,Ginger,Pune (Market Yard),Pune,3493,4600,4046,16.43,Demo composite,Demo,demo_generated,
2024-09-19,Ginger,Pune (Market Yard),Pune,4255,5251,4753,18.38,Demo composite,Demo,demo_generated,
2024-09-20,Ginger,Pune (Market Yard),Pune,4394,5703,5049,17.05,Demo composite,Demo,demo_generated,
2024-09-21,Ginger,Pune (Market Yard),Pune,4529,5474,5002,15.78,Demo composite,Demo,demo_generated,
2024-09-22,Ginger,Pune (Market Yard),Pune,4015,5364,4690,18.7,Demo composite,Demo,demo_generated,
2024-09-23,Ginger,Pune (Market Yard),Pune,4090,5015,4553,20.78,Demo composite,Demo,demo_generated,
2024-09-24,Ginger,Pune (Market Yard),Pune,4232,5291,4762,16.86,Demo composite,Demo,demo_generated,
2024-09-25,Ginger,Pune (Market Yard),Pune,4330,5325,4828,16.08,Demo composite,Demo,demo_generated,
2024-09-26,Ginger,Pune (Market Yard),Pune,4324,5721,5022,18.56,Demo composite,Demo,demo_generated,
2024-09-27,Ginger,Pune (Market Yard),Pune,4498,6048,5273,17.9,Demo composite,Demo,demo_generated,
2024-09-28,Ginger,Pune (Market Yard),Pune,4456,5772,5114,18.16,Demo composite,Demo,demo_generated,
2024-09-29,Ginger,Pune (Market Yard),Pune,4393,5548,4971,18.36,Demo composite,Demo,demo_generated,
2024-09-30,Ginger,Pune (Market Yard),Pune,4391,5628,5010,22.32,Demo composite,Demo,demo_generated,
2024-10-01,Ginger,Pune (Market Yard),Pune,4316,5239,4778,17.56,Demo composite,Demo,demo_generated,
2024-10-02,Ginger,Pune (Market Yard),Pune,3947,4857,4402,16.94,Demo composite,Demo,demo_generated,
2024-10-03,Ginger,Pune (Market Yard),Pune,4428,5253,4840,16.09,Demo composite,Demo,demo_generated,
2024-10-04,Ginger,Pune (Market Yard),Pune,3231,3999,3615,17.13,Demo composite,Demo,demo_generated,
2024-10-05,Ginger,Pune (Market Yard),Pune,3530,4186,3858,18.97,Demo composite,Demo,demo_generated,
2024-10-06,Ginger,Pune (Market Yard),Pune,3198,4134,3666,17.81,Demo composite,Demo,demo_generated,
2024-10-07,Ginger,Pune (Market Yard),Pune,3064,3707,3385,23.69,Demo composite,Demo,demo_generated,
2024-10-08,Ginger,Pune (Market Yard),Pune,3349,4410,3880,16.08,Demo composite,Demo,demo_generated,
2024-10-09,Ginger,Pune (Market Yard),Pune,3447,4116,3782,18.54,Demo composite,Demo,demo_generated,
2024-10-10,Ginger,Pune (Market Yard),Pune,3433,4573,4003,18.45,Demo composite,Demo,demo_generated,
2024-10-11,Ginger,Pune (Market Yard),Pune,3351,4149,3750,15.9,Demo composite,Demo,demo_generated,
2024-10-12,Ginger,Pune (Market Yard),Pune,3191,4293,3742,16.26,Demo composite,Demo,demo_generated,
2024-10-13,Ginger,Pune (Market Yard),Pune,3334,4478,3906,17.24,Demo composite,Demo,demo_generated,
2024-10-14,Ginger,Pune (Market Yard),Pune,3169,4031,3600,22.95,Demo composite,Demo,demo_generated,
2024-10-15,Ginger,Pune (Market Yard),Pune,3370,4066,3718,18.76,Demo composite,Demo,demo_generated,
2024-10-16,Ginger,Pune (Market Yard),Pune,3349,4213,3781,17.17,Demo composite,Demo,demo_generated,
2024-10-17,Ginger,Pune (Market Yard),Pune,3352,4348,3850,16.67,Demo composite,Demo,demo_generated,
2024-10-18,Ginger,Pune (Market Yard),Pune,3861,5028,4444,15.92,Demo composite,Demo,demo_generated,
2024-10-19,Ginger,Pune (Market Yard),Pune,4243,5182,4713,16.58,Demo composite,Demo,demo_generated,
2024-10-20,Ginger,Pune (Market Yard),Pune,4062,4803,4433,18.72,Demo composite,Demo,demo_generated,
2024-10-21,Ginger,Pune (Market Yard),Pune,3714,4671,4192,22.18,Demo composite,Demo,demo_generated,
2024-10-22,Ginger,Pune (Market Yard),Pune,4277,5202,4740,15.96,Demo composite,Demo,demo_generated,
2024-10-23,Ginger,Pune (Market Yard),Pune,3906,5108,4507,16.14,Demo composite,Demo,demo_generated,
2024-10-24,Ginger,Pune (Market Yard),Pune,4415,5428,4921,15.76,Demo composite,Demo,demo_generated,
2024-10-25,Ginger,Pune (Market Yard),Pune,4454,5354,4904,17.34,Demo composite,Demo,demo_generated,
2024-10-26,Ginger,Pune (Market Yard),Pune,4066,5017,4542,16.4,Demo composite,Demo,demo_generated,
2024-10-27,Ginger,Pune (Market Yard),Pune,3914,5207,4560,17.3,Demo composite,Demo,demo_generated,
2024-10-28,Ginger,Pune (Market Yard),Pune,3948,4731,4339,20.33,Demo composite,Demo,demo_generated,
2024-10-29,Ginger,Pune (Market Yard),Pune,4630,5533,5081,18.76,Demo composite,Demo,demo_generated,
2024-10-30,Ginger,Pune (Market Yard),Pune,4136,5575,4856,17.88,Demo composite,Demo,demo_generated,
2024-10-31,Ginger,Pune (Market Yard),Pune,4081,5371,4726,18.47,Demo composite,Demo,demo_generated,
2024-11-01,Ginger,Pune (Market Yard),Pune,3165,4278,3721,25.52,Demo composite,Demo,demo_generated,
2024-11-02,Ginger,Pune (Market Yard),Pune,2680,3392,3036,25.33,Demo composite,Demo,demo_generated,
2024-11-03,Ginger,Pune (Market Yard),Pune,2407,3156,2782,23.56,Demo composite,Demo,demo_generated,
2024-11-04,Ginger,Pune (Market Yard),Pune,2357,3001,2679,33.5,Demo composite,Demo,demo_generated,
2024-11-05,Ginger,Pune (Market Yard),Pune,2665,3353,3009,26.35,Demo composite,Demo,demo_generated,
2024-11-06,Ginger,Pune (Market Yard),Pune,2669,3203,2936,23.84,Demo composite,Demo,demo_generated,
2024-11-07,Ginger,Pune (Market Yard),Pune,2623,3259,2941,26.33,Demo composite,Demo,demo_generated,
2024-11-08,Ginger,Pune (Market Yard),Pune,2509,3010,2760,24.01,Demo composite,Demo,demo_generated,
2024-11-09,Ginger,Pune (Market Yard),Pune,2372,3140,2756,27.63,Demo composite,Demo,demo_generated,
2024-11-10,Ginger,Pune (Market Yard),Pune,2493,3110,2801,24.17,Demo composite,Demo,demo_generated,
2024-11-11,Ginger,Pune (Market Yard),Pune,2400,3206,2803,29.58,Demo composite,Demo,demo_generated,
2024-11-12,Ginger,Pune (Market Yard),Pune,2594,3093,2843,25.77,Demo composite,Demo,demo_generated,
2024-11-13,Ginger,Pune (Market Yard),Pune,2400,3179,2790,24.25,Demo composite,Demo,demo_generated,
2024-11-14,Ginger,Pune (Market Yard),Pune,2473,3254,2864,27.46,Demo composite,Demo,demo_generated,
2024-11-15,Ginger,Pune (Market Yard),Pune,2479,3231,2855,26.86,Demo composite,Demo,demo_generated,
2024-11-16,Ginger,Pune (Market Yard),Pune,2534,3200,2867,25.73,Demo composite,Demo,demo_generated,
2024-11-17,Ginger,Pune (Market Yard),Pune,2584,3304,2944,28.52,Demo composite,Demo,demo_generated,
2024-11-18,Ginger,Pune (Market Yard),Pune,2265,2794,2530,29.91,Demo composite,Demo,demo_generated,
2024-11-19,Ginger,Pune (Market Yard),Pune,2589,3155,2872,24.98,Demo composite,Demo,demo_generated,
2024-11-20,Ginger,Pune (Market Yard),Pune,2493,3165,2829,25.41,Demo composite,Demo,demo_generated,
2024-11-21,Ginger,Pune (Market Yard),Pune,2515,3188,2852,27.4,Demo composite,Demo,demo_generated,
2024-11-22,Ginger,Pune (Market Yard),Pune,2632,3135,2883,27.78,Demo composite,Demo,demo_generated,
2024-11-23,Ginger,Pune (Market Yard),Pune,2542,3089,2815,26.87,Demo composite,Demo,demo_generated,
2024-11-24,Ginger,Pune (Market Yard),Pune,2306,3099,2702,26.35,Demo composite,Demo,demo_generated,
2024-11-25,Ginger,Pune (Market Yard),Pune,2256,2753,2504,34.79,Demo composite,Demo,demo_generated,
2024-11-26,Ginger,Pune (Market Yard),Pune,2414,3173,2793,25.06,Demo composite,Demo,demo_generated,
2024-11-27,Ginger,Pune (Market Yard),Pune,2411,3230,2821,27.76,Demo composite,Demo,demo_generated,
2024-11-28,Ginger,Pune (Market Yard),Pune,2416,2875,2645,24.88,Demo composite,Demo,demo_generated,
2024-11-29,Ginger,Pune (Market Yard),Pune,2452,3211,2831,25.01,Demo composite,Demo,demo_generated,
2024-11-30,Ginger,Pune (Market Yard),Pune,2552,3199,2875,26.45,Demo composite,Demo,demo_generated,
2024-12-01,Ginger,Pune (Market Yard),Pune,2711,3315,3013,26.14,Demo composite,Demo,demo_generated,
2024-12-02,Ginger,Pune (Market Yard),Pune,2597,3483,3040,34.26,Demo composite,Demo,demo_generated,
2024-12-03,Ginger,Pune (Market Yard),Pune,2936,3600,3268,27.1,Demo composite,Demo,demo_generated,
2024-12-04,Ginger,Pune (Market Yard),Pune,2627,3504,3066,24.46,Demo composite,Demo,demo_generated,
2024-12-05,Ginger,Pune (Market Yard),Pune,2848,3493,3171,25.5,Demo composite,Demo,demo_generated,
2024-12-06,Ginger,Pune (Market Yard),Pune,2813,3637,3225,27.39,Demo composite,Demo,demo_generated,
2024-12-07,Ginger,Pune (Market Yard),Pune,2583,3483,3033,24.5,Demo composite,Demo,demo_generated,
2024-12-08,Ginger,Pune (Market Yard),Pune,2937,3557,3247,24.91,Demo composite,Demo,demo_generated,
2024-12-09,Ginger,Pune (Market Yard),Pune,2728,3439,3083,31.41,Demo composite,Demo,demo_generated,
2024-12-10,Ginger,Pune (Market Yard),Pune,2874,3719,3297,26.98,Demo composite,Demo,demo_generated,
2024-12-11,Ginger,Pune (Market Yard),Pune,2688,3506,3097,27.36,Demo composite,Demo,demo_generated,
2024-12-12,Ginger,Pune (Market Yard),Pune,2794,3543,3169,25.54,Demo composite,Demo,demo_generated,
2024-12-13,Ginger,Pune (Market Yard),Pune,2851,3809,3330,25.59,Demo composite,Demo,demo_generated,
2024-12-14,Ginger,Pune (Market Yard),Pune,2886,3651,3269,24.28,Demo composite,Demo,demo_generated,
2024-12-15,Ginger,Pune (Market Yard),Pune,2829,3355,3092,27.16,Demo composite,Demo,demo_generated,
2024-12-16,Ginger,Pune (Market Yard),Pune,2515,3315,2915,32.82,Demo composite,Demo,demo_generated,
2024-12-17,Ginger,Pune (Market Yard),Pune,2771,3720,3245,27.91,Demo composite,Demo,demo_generated,
2024-12-18,Ginger,Pune (Market Yard),Pune,2988,3825,3406,26.02,Demo composite,Demo,demo_generated,
2024-12-19,Ginger,Pune (Market Yard),Pune,2942,3651,3297,27.75,Demo composite,Demo,demo_generated,
2024-12-20,Ginger,Pune (Market Yard),Pune,2934,3651,3292,26.82,Demo composite,Demo,demo_generated,
2024-12-21,Ginger,Pune (Market Yard),Pune,3011,3839,3425,25.52,Demo composite,Demo,demo_generated,
2024-12-22,Ginger,Pune (Market Yard),Pune,2943,3695,3319,26.55,Demo composite,Demo,demo_generated,
2024-12-23,Ginger,Pune (Market Yard),Pune,2561,3334,2948,29.67,Demo composite,Demo,demo_generated,
2024-12-24,Ginger,Pune (Market Yard),Pune,2846,3508,3177,24.35,Demo composite,Demo,demo_generated,
2024-12-25,Ginger,Pune (Market Yard),Pune,2911,3624,3268,25.25,Demo composite,Demo,demo_generated,
2024-12-26,Ginger,Pune (Market Yard),Pune,2787,3629,3208,23.78,Demo composite,Demo,demo_generated,
2024-12-27,Ginger,Pune (Market Yard),Pune,2935,3515,3225,27.93,Demo composite,Demo,demo_generated,
2024-12-28,Ginger,Pune (Market Yard),Pune,3009,3708,3358,28.02,Demo composite,Demo,demo_generated,
2024-12-29,Ginger,Pune (Market Yard),Pune,3072,3857,3464,24.33,Demo composite,Demo,demo_generated,
2024-12-30,Ginger,Pune (Market Yard),Pune,2697,3378,3037,34.74,Demo composite,Demo,demo_generated,
2024-12-31,Ginger,Pune (Market Yard),Pune,3011,3813,3412,26.75,Demo composite,Demo,demo_generated,
2025-01-01,Ginger,Pune (Market Yard),Pune,3693,4719,4206,25.03,Demo composite,Demo,demo_generated,
2025-01-02,Ginger,Pune (Market Yard),Pune,3716,4832,4274,27.31,Demo composite,Demo,demo_generated,
2025-01-03,Ginger,Pune (Market Yard),Pune,3537,4358,3948,23.73,Demo composite,Demo,demo_generated,
2025-01-04,Ginger,Pune (Market Yard),Pune,3500,4475,3988,26.26,Demo composite,Demo,demo_generated,
2025-01-05,Ginger,Pune (Market Yard),Pune,3783,4495,4139,26.91,Demo composite,Demo,demo_generated,
2025-01-06,Ginger,Pune (Market Yard),Pune,3354,4247,3800,35.33,Demo composite,Demo,demo_generated,
2025-01-07,Ginger,Pune (Market Yard),Pune,3597,4689,4143,27.1,Demo composite,Demo,demo_generated,
2025-01-08,Ginger,Pune (Market Yard),Pune,3844,4642,4243,27.49,Demo composite,Demo,demo_generated,
2025-01-09,Ginger,Pune (Market Yard),Pune,3450,4325,3887,27.56,Demo composite,Demo,demo_generated,
2025-01-10,Ginger,Pune (Market Yard),Pune,3506,4729,4118,26.13,Demo composite,Demo,demo_generated,
2025-01-11,Ginger,Pune (Market Yard),Pune,3815,4611,4213,26.59,Demo composite,Demo,demo_generated,
2025-01-12,Ginger,Pune (Market Yard),Pune,3735,4472,4103,28.23,Demo composite,Demo,demo_generated,
2025-01-13,Ginger,Pune (Market Yard),Pune,3512,4150,3831,35.14,Demo composite,Demo,demo_generated,
2025-01-14,Ginger,Pune (Market Yard),Pune,3587,4405,3996,25.0,Demo composite,Demo,demo_generated,
2025-01-15,Ginger,Pune (Market Yard),Pune,3454,4254,3854,27.11,Demo composite,Demo,demo_generated,
2025-01-16,Ginger,Pune (Market Yard),Pune,3358,4391,3874,28.5,Demo composite,Demo,demo_generated,
2025-01-17,Ginger,Pune (Market Yard),Pune,3367,4495,3931,24.16,Demo composite,Demo,demo_generated,
2025-01-18,Ginger,Pune (Market Yard),Pune,3546,4689,4117,25.42,Demo composite,Demo,demo_generated,
2025-01-19,Ginger,Pune (Market Yard),Pune,3566,4586,4076,23.47,Demo composite,Demo,demo_generated,
2025-01-20,Ginger,Pune (Market Yard),Pune,3360,4294,3827,33.45,Demo composite,Demo,demo_generated,
2025-01-21,Ginger,Pune (Market Yard),Pune,3487,4476,3981,24.44,Demo composite,Demo,demo_generated,
2025-01-22,Ginger,Pune (Market Yard),Pune,3483,4224,3853,24.64,Demo composite,Demo,demo_generated,
2025-01-23,Ginger,Pune (Market Yard),Pune,3420,4430,3925,25.74,Demo composite,Demo,demo_generated,
2025-01-24,Ginger,Pune (Market Yard),Pune,3506,4267,3887,25.91,Demo composite,Demo,demo_generated,
2025-01-25,Ginger,Pune (Market Yard),Pune,3662,4374,4018,23.62,Demo composite,Demo,demo_generated,
2025-01-26,Ginger,Pune (Market Yard),Pune,3418,4313,3865,25.16,Demo composite,Demo,demo_generated,
2025-01-27,Ginger,Pune (Market Yard),Pune,3015,3956,3485,31.74,Demo composite,Demo,demo_generated,
2025-01-28,Ginger,Pune (Market Yard),Pune,3488,4295,3892,23.77,Demo composite,Demo,demo_generated,
2025-01-29,Ginger,Pune (Market Yard),Pune,3522,4273,3897,25.27,Demo composite,Demo,demo_generated,
2025-01-30,Ginger,Pune (Market Yard),Pune,3358,4198,3778,24.12,Demo composite,Demo,demo_generated,
2025-01-31,Ginger,Pune (Market Yard),Pune,3301,4040,3670,27.46,Demo composite,Demo,demo_generated,
2025-02-01,Ginger,Pune (Market Yard),Pune,4171,5547,4859,23.69,Demo composite,Demo,demo_generated,
2025-02-02,Ginger,Pune (Market Yard),Pune,3904,4997,4450,27.3,Demo composite,Demo,demo_generated,
2025-02-03,Ginger,Pune (Market Yard),Pune,4051,4775,4413,31.48,Demo composite,Demo,demo_generated,
2025-02-04,Ginger,Pune (Market Yard),Pune,4182,5138,4660,25.58,Demo composite,Demo,demo_generated,
2025-02-05,Ginger,Pune (Market Yard),Pune,4158,4992,4575,27.76,Demo composite,Demo,demo_generated,
2025-02-06,Ginger,Pune (Market Yard),Pune,4164,5425,4794,23.68,Demo composite,Demo,demo_generated,
2025-02-07,Ginger,Pune (Market Yard),Pune,4127,5024,4575,24.16,Demo composite,Demo,demo_generated,
2025-02-08,Ginger,Pune (Market Yard),Pune,4080,5279,4680,27.46,Demo composite,Demo,demo_generated,
2025-02-09,Ginger,Pune (Market Yard),Pune,4158,5034,4596,27.4,Demo composite,Demo,demo_generated,
2025-02-10,Ginger,Pune (Market Yard),Pune,3806,5091,4449,32.97,Demo composite,Demo,demo_generated,
2025-02-11,Ginger,Pune (Market Yard),Pune,4297,5241,4769,26.68,Demo composite,Demo,demo_generated,
2025-02-12,Ginger,Pune (Market Yard),Pune,4069,4979,4524,23.71,Demo composite,Demo,demo_generated,
2025-02-13,Ginger,Pune (Market Yard),Pune,4192,4970,4581,27.61,Demo composite,Demo,demo_generated,
2025-02-14,Ginger,Pune (Market Yard),Pune,3953,4999,4476,25.62,Demo composite,Demo,demo_generated,
2025-02-15,Ginger,Pune (Market Yard),Pune,4081,5112,4596,23.42,Demo composite,Demo,demo_generated,
2025-02-16,Ginger,Pune (Market Yard),Pune,4410,5209,4809,26.35,Demo composite,Demo,demo_generated,
2025-02-17,Ginger,Pune (Market Yard),Pune,3578,4811,4194,35.3,Demo composite,Demo,demo_generated,
2025-02-18,Ginger,Pune (Market Yard),Pune,3967,5016,4492,26.79,Demo composite,Demo,demo_generated,
2025-02-19,Ginger,Pune (Market Yard),Pune,4409,5281,4845,24.52,Demo composite,Demo,demo_generated,
2025-02-20,Ginger,Pune (Market Yard),Pune,4412,5358,4885,25.77,Demo composite,Demo,demo_generated,
2025-02-21,Ginger,Pune (Market Yard),Pune,4034,5409,4721,24.2,Demo composite,Demo,demo_generated,
2025-02-22,Ginger,Pune (Market Yard),Pune,4188,5425,4807,25.86,Demo composite,Demo,demo_generated,
2025-02-23,Ginger,Pune (Market Yard),Pune,3920,5243,4581,24.05,Demo composite,Demo,demo_generated,
2025-02-24,Ginger,Pune (Market Yard),Pune,3969,5002,4485,35.53,Demo composite,Demo,demo_generated,
2025-02-25,Ginger,Pune (Market Yard),Pune,4253,5353,4803,24.43,Demo composite,Demo,demo_generated,
2025-02-26,Ginger,Pune (Market Yard),Pune,4389,5180,4784,24.08,Demo composite,Demo,demo_generated,
2025-02-27,Ginger,Pune (Market Yard),Pune,4567,5398,4982,23.57,Demo composite,Demo,demo_generated,
2025-02-28,Ginger,Pune (Market Yard),Pune,4252,5602,4927,25.56,Demo composite,Demo,demo_generated,
2025-03-01,Ginger,Pune (Market Yard),Pune,6694,8485,7589,16.06,Demo composite,Demo,demo_generated,
2025-03-02,Ginger,Pune (Market Yard),Pune,6785,8733,7759,18.06,Demo composite,Demo,demo_generated,
2025-03-03,Ginger,Pune (Market Yard),Pune,6661,8114,7387,22.28,Demo composite,Demo,demo_generated,
2025-03-04,Ginger,Pune (Market Yard),Pune,6412,8028,7220,17.21,Demo composite,Demo,demo_generated,
2025-03-05,Ginger,Pune (Market Yard),Pune,6498,8052,7275,18.12,Demo composite,Demo,demo_generated,
2025-03-06,Ginger,Pune (Market Yard),Pune,6899,8256,7577,15.88,Demo composite,Demo,demo_generated,
2025-03-07,Ginger,Pune (Market Yard),Pune,6545,8733,7639,16.29,Demo composite,Demo,demo_generated,
2025-03-08,Ginger,Pune (Market Yard),Pune,6581,8479,7530,18.37,Demo composite,Demo,demo_generated,
2025-03-09,Ginger,Pune (Market Yard),Pune,6480,8280,7380,17.66,Demo composite,Demo,demo_generated,
2025-03-10,Ginger,Pune (Market Yard),Pune,6681,8167,7424,21.82,Demo composite,Demo,demo_generated,
2025-03-11,Ginger,Pune (Market Yard),Pune,7009,8404,7706,18.6,Demo composite,Demo,demo_generated,
2025-03-12,Ginger,Pune (Market Yard),Pune,6684,8484,7584,17.53,Demo composite,Demo,demo_generated,
